% # columns="iter, evals, sigma, 0, fitness, xbest" seed=584969, Thu Feb 13 18:49:23 2025, <python>{}</python>
1 8 0.0042723736720785424 0 -82.0 -0.0007195931169216088 -0.003677155833700933 0.7841737045272549 0.0006483250489552622 0.1969823087781777
2 16 0.003839188647116384 0 -66.0 -0.0005117816975354734 -0.0034149322731020296 0.7858777504309693 0.004053387163814756 0.20184989005434775
3 24 0.003727334931091093 0 -41.0 -0.002347186597788731 0.0012456671899839476 0.7786325990384738 0.009698125970299173 0.19820406921274855
4 32 0.004267939186873939 0 -83.0 -0.0008020062400387815 0.0016738130966261048 0.7776716500507677 0.019100770404424677 0.19710339786111436
5 40 0.004229769158282431 0 -38.0 -0.0018411009870645096 0.0033666869364771075 0.7783928492696409 0.012141785638836439 0.19692969976924896
6 48 0.005214169724194687 0 -70.0 -0.00022127605300265897 -0.004348123805962598 0.7737913338608476 0.01927220063056511 0.20363107053620533
7 56 0.005689268720952495 0 -157.0 0.0001480739767850054 -0.0024738110601345872 0.7674755235868563 0.012567039147561765 0.20032193687836497
8 64 0.005515986716889718 0 -46.0 -0.0003598675291880168 -0.01356985322469885 0.7760892676786328 0.019226045463221306 0.20753786487515824
9 72 0.004787097511698644 0 -62.0 -0.0006087136977404467 -0.003784609946782761 0.7661671410653386 0.014344486652620843 0.20225542434173938
10 80 0.004691578625427817 0 -103.0 -0.0003811239869363958 0.0033415805626299537 0.7681959711809381 0.013059360134818671 0.19878787930582645
11 88 0.004801121406602299 0 -87.0 -0.0006040629806385122 -0.001382352883819635 0.7659643672101663 0.004680489499250131 0.19543135175968793
12 96 0.004227391246834604 0 -102.0 -0.000898704300474129 0.00293136195567992 0.7640848074804601 0.007663128325699431 0.19304239799663236
13 104 0.003702223520150098 0 -36.0 -0.0016038095864835537 0.0015121936540883093 0.7611198087767796 0.006954017638333216 0.19659986876291735
14 112 0.003156830991687225 0 -72.0 -0.0011064852912539697 -0.0035323803883344964 0.768031569744351 0.007791145086452114 0.1955593222142129
15 120 0.0033028882431455887 0 -93.0 -0.00010258544723717479 -0.003947386340270707 0.7654681951810217 0.009599429185319776 0.20050992777530385
16 128 0.0034161503509165976 0 -59.0 -0.00047083112979678774 -0.007518840831619116 0.7646906367654787 0.01026681391349605 0.2022185761885419
17 136 0.0034616246495432906 0 -49.0 0.0004349345756215837 -0.007249123294287557 0.7673725495565867 0.017297576547687696 0.20447076076467277
18 144 0.0034220999168462812 0 -70.0 -0.0005043188675425527 -0.007138702009446205 0.7682808184325709 0.02142457579424753 0.2009221029903045
19 152 0.0033510819402979 0 -164.0 3.2709389500136478e-06 -0.00602188505922294 0.7702384237085121 0.01726351786647064 0.19972642788532033
20 160 0.0035801352728313273 0 -187.0 -2.1785609745588407e-05 -0.01014362890121579 0.7688369217634896 0.008474149385969161 0.1999134642067514
21 168 0.00351921738976664 0 -64.0 -0.0007305122977452525 -0.005425615331641924 0.7715062859352114 0.010109650026668115 0.20075353318459377
22 176 0.003157412559943072 0 -107.0 -0.00038900784109208695 -0.006372902227349483 0.7716614405668887 0.01095426480850749 0.19857936572646467
23 184 0.0033000611832134925 0 -84.0 -0.00037908232527351503 -0.01219638160988722 0.771179544264376 0.004291741717240165 0.19979762385063968
