% # columns="iteration, evaluation, void, void, void, xmean", seed=584969, Thu Feb 13 18:49:23 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 8 0 0 0 -0.0013769512580824005 -0.0022538427430026466 0.7814985157673154 0.0011799624642332535 0.19792592184846744
2 16 0 0 0 -0.0019987925875786993 -0.0014652874724896147 0.7817482823794728 0.004529886965775487 0.19951869261079586
3 24 0 0 0 -0.0028501860523123734 -0.0007201061560270197 0.7791488568476992 0.0072917059862802145 0.1990227893139723
4 32 0 0 0 -0.0016518019721243676 0.0002442831764341985 0.7781711108469469 0.013168884209995884 0.19799932387305214
5 40 0 0 0 -0.0027066931394568545 0.001373492360931379 0.7777378441287682 0.01354543526312895 0.1960781250356604
6 48 0 0 0 -0.0011104122645044208 -0.0017771547863612463 0.7752317114602858 0.02157765331654518 0.20075058177241278
7 56 0 0 0 -0.00010111617197064085 -0.003147982439775766 0.7707232797319563 0.017938563800305236 0.2021902025449473
8 64 0 0 0 -0.0019374274514624232 -0.007211134144471725 0.7743936760567098 0.017095437793687388 0.2030717591428577
9 72 0 0 0 -0.0008823051724082805 -0.0031835648940525935 0.7707014726440182 0.016001344190782096 0.201119457567788
10 80 0 0 0 -0.0011457258149305785 -0.0005812952266128985 0.76855933303221 0.011532769057277624 0.19765261910238
11 88 0 0 0 -0.001378304901183485 -0.001238750028649158 0.7666506946268433 0.007749332415684946 0.1951614976463807
12 96 0 0 0 -0.00152927227444876 -0.0005364134242513475 0.7661279916709698 0.009056265158724042 0.19579670650232597
13 104 0 0 0 -0.0017336446362518011 -0.0008217681464157858 0.7658477142613591 0.007820967990021459 0.19732588969339288
14 112 0 0 0 -0.0010771969369700813 -0.0026492602913120848 0.7667248246319562 0.008267625758651573 0.19729957964030578
15 120 0 0 0 -6.767000915911682e-05 -0.003939950209359122 0.7657091348118549 0.011244843920436485 0.20061869720673767
16 128 0 0 0 -0.0005802453714638114 -0.006333914561489033 0.7645225725573701 0.012341906084210416 0.20122530515390868
17 136 0 0 0 5.6621901452705205e-05 -0.007493011217199787 0.7662574207673611 0.014113500128224259 0.20340187107987034
18 144 0 0 0 -0.0008796716295889054 -0.007567276994927696 0.7679465685045966 0.016143400879278933 0.20097054655352403
19 152 0 0 0 -0.0004682845452277051 -0.00673809140862377 0.7702274145621153 0.015433161765108597 0.1998961830966308
20 160 0 0 0 -0.0002871832914987441 -0.008599038894480816 0.7705514857336293 0.010432362177678489 0.19924497837779767
21 168 0 0 0 -0.0005254595337729522 -0.009430498848986111 0.7707431912876672 0.009370173869451288 0.2009018600392602
22 176 0 0 0 -0.0004420032096683986 -0.008591057586227073 0.7724496741701716 0.010496919222680352 0.20037421257658194
23 184 0 0 0 -0.0007500414276414707 -0.009799963249403259 0.7721030251498828 0.0047516056638927315 0.19764337166823073
24 192 0 0 0 -0.000397557315275862 -0.00780502001066251 0.7730021866932181 0.0069807499684822315 0.19737966558481967
25 200 0 0 0 -0.0003573025081229827 -0.007465606156750685 0.7709440384204145 0.006159258529050585 0.1982395844461709
26 208 0 0 0 -0.0006188907022873447 -0.007939888260430059 0.7706175184289181 0.006010798435785797 0.19784070480995125
27 216 0 0 0 -0.0007095395448320754 -0.007718424119768887 0.7686499301559904 0.005762190559602055 0.19850692203753692
28 224 0 0 0 -0.00026290864429870506 -0.007365319247466199 0.7688708168739233 0.005034463309409638 0.19953944523750153
29 232 0 0 0 -0.00011481517259353317 -0.007094195142143349 0.7696782523113532 0.0035577639154637103 0.19872876795605013
30 240 0 0 0 -0.00010507032352786015 -0.006012748225318108 0.7674201405434138 0.00230106652040445 0.1988933153324051
31 248 0 0 0 -0.00018921284075148928 -0.005049036870535495 0.7674926197616327 0.00377410107216832 0.19854718096361654
32 256 0 0 0 -0.0001022458042036822 -0.004289580737304743 0.766502126695926 0.0014358100542549387 0.19843954218791848
33 264 0 0 0 -9.606196350445633e-05 -0.005716757577906505 0.7669533597296236 0.0007286393717816897 0.1986348384673387
34 272 0 0 0 -1.4008549819598577e-05 -0.0057202224684963525 0.7662254405431295 -0.001643868485342274 0.19866678185879882
35 280 0 0 0 3.697127616537572e-05 -0.005524699784848307 0.7649740025972209 -0.002334910193466543 0.19909675331971027
36 288 0 0 0 -0.00014675168276953574 -0.004524698710796346 0.7668190797374694 -0.000410864922454807 0.19767488074050296
37 296 0 0 0 -9.827334974760985e-05 -0.005314634802145638 0.7661949037171294 -0.0025097632439695966 0.19758226715643123
38 304 0 0 0 -0.00015340412063534297 -0.0057515795498872205 0.765314834809707 -0.0035474432061113914 0.19760478640797752
39 312 0 0 0 -0.00013615601268101446 -0.005700047564097952 0.7649845842002088 -0.005367314724656181 0.19701495410531425
40 320 0 0 0 -0.00017475925818551604 -0.0055254222960703075 0.7650888951188553 -0.008081505630962518 0.19639641045836737
41 328 0 0 0 -7.784049006072799e-05 -0.005877361769306634 0.7645054581868782 -0.0058385378445825285 0.1977608676851154
42 336 0 0 0 -0.00011145151155526156 -0.004446967068056738 0.763876058771688 -0.007095333838544935 0.19699088279550023
43 344 0 0 0 -0.00014141347963183716 -0.004715917385156442 0.7651735040118814 -0.0039853776591278756 0.19683781068339043
44 352 0 0 0 -0.00018552452424946747 -0.0037985030593941068 0.7651571204088783 -0.0051614124579753146 0.19640142886756326
45 360 0 0 0 -0.00027267207713875763 -0.00304194252005443 0.7648449875174828 -0.004224596454750996 0.1958380719028049
46 368 0 0 0 -0.0002697538953235525 -0.002362402087810846 0.76386061031747 -0.0029358373768577275 0.19622696273090778
47 376 0 0 0 -0.00018587285136983171 -0.003572443865553549 0.7646096615589717 -0.004912989021761767 0.19638803313439743
48 384 0 0 0 -0.0002068541405466754 -0.003431676033503652 0.7642638876486925 -0.005017257462431722 0.1963589365542488
49 392 0 0 0 -0.00025977674345351677 -0.0032597849642549 0.7645412221897463 -0.00508426462184946 0.1957754670344741
50 400 0 0 0 -0.00023131400288636708 -0.0038445509851321585 0.764887074620913 -0.004928328651659699 0.19606400426944665
51 408 0 0 0 -0.00022343263855876497 -0.0038830640325549096 0.7649907588070707 -0.004706470439821089 0.1962089271263706
52 416 0 0 0 -0.000228874395264473 -0.003510100225566409 0.7646597329343789 -0.00449941372600626 0.19603274043651792
53 424 0 0 0 -0.00024817991293953854 -0.0031913635870655533 0.7647314611582752 -0.0038358095566040614 0.19592566908667092
54 432 0 0 0 -0.00024075472458548008 -0.003022951533700231 0.764768752738495 -0.003061968613807736 0.19607583995205707
55 440 0 0 0 -0.00023585062811928303 -0.0032331585423464536 0.7649304304105549 -0.002562337362525071 0.19614174410482635
56 448 0 0 0 -0.00023040975271871708 -0.0027601494269123322 0.7646830893308683 -0.0022816249528426697 0.19611690424007217
57 456 0 0 0 -0.00021844636148275114 -0.0027095660169397734 0.7643407393888453 -0.0028152721592497156 0.19618160650260985
58 464 0 0 0 -0.00023735024889035515 -0.002928050872540123 0.7649807941986662 -0.0019312264176085416 0.1961551267154266
59 472 0 0 0 -0.0002424073529645661 -0.0029511130974180224 0.7650465783228044 -0.0017229552184475586 0.1961333872637635
60 480 0 0 0 -0.00025938405895395444 -0.002724507701233632 0.7653090151521171 -0.0016019841044743561 0.19600655684305676
61 488 0 0 0 -0.00026229129705299077 -0.002873396358179627 0.7651631306092308 -0.0024994520980751466 0.19594639672649397
62 496 0 0 0 -0.0002227849625716026 -0.0031173225860363658 0.7649383802736301 -0.00266778406836218 0.19627208210809355
63 504 0 0 0 -0.00021933473956373042 -0.0031718037787164853 0.7649322262645231 -0.0029167578755843787 0.1962635049685741
64 512 0 0 0 -0.00023581775892273367 -0.0030066146864999982 0.7648023382644613 -0.0031583984074825856 0.1961065401879525
65 520 0 0 0 -0.00023483903420352454 -0.003104646316792339 0.7649629888036418 -0.0033970070513361372 0.19610530707469945
66 528 0 0 0 -0.00022968880600026618 -0.0029667542166956088 0.764603350786587 -0.003973709146514818 0.1960982785552205
67 536 0 0 0 -0.0002225112387681046 -0.002831817680551919 0.7643587345757337 -0.004463156984663831 0.19610841672072696
68 544 0 0 0 -0.00022126108560984825 -0.0026865202209461186 0.7641603280016271 -0.004263101903165295 0.1960907404517028
69 552 0 0 0 -0.00022710352661921138 -0.0026630650181733682 0.764326955499782 -0.0040571258923000645 0.19608702174153564
70 560 0 0 0 -0.00022263325702864795 -0.0026130607688764234 0.7642115934204691 -0.004142604095017171 0.19611488384540846
71 568 0 0 0 -0.0002178845041534733 -0.002582594726799206 0.7639404341120001 -0.005075328650807194 0.19608025444433355
72 576 0 0 0 -0.0002215939483399251 -0.002492059517399311 0.7638851357661298 -0.004593708168816996 0.19605035981031962
73 584 0 0 0 -0.00021361693869436602 -0.0024198610268176485 0.7636853159527146 -0.004432958083219804 0.19611743766990694
74 592 0 0 0 -0.00021903755908929547 -0.002338257197596966 0.7637436786995263 -0.004219299847380766 0.19608778027531207
75 600 0 0 0 -0.0002182389303910898 -0.002436204527919669 0.7637762357264573 -0.00432436602687408 0.1960808918360368
76 608 0 0 0 -0.0002197648042022687 -0.002270928620724222 0.7635860592866753 -0.004511449758093946 0.19604909140599597
77 616 0 0 0 -0.00022006442030572513 -0.0021617620511697948 0.7635882042921226 -0.004573467414189681 0.19604671541482163
78 624 0 0 0 -0.00022174976737279468 -0.002241243527927625 0.7636631990972876 -0.004528473304974383 0.1960403369426272
79 632 0 0 0 -0.00021483568981666164 -0.002400155943301944 0.7635886857836893 -0.004807723338134823 0.1960851885373903
80 640 0 0 0 -0.00021339396517998114 -0.002396637944340503 0.7634215247024652 -0.005125323972341311 0.19607158410119985
81 648 0 0 0 -0.00021018258875617427 -0.0023531613230938723 0.7633210512256042 -0.005048176531364435 0.1960944860476336
82 656 0 0 0 -0.00021299102586675199 -0.00249248852963716 0.7635915306876875 -0.004928850658062716 0.19610061439137874
