% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=584969, Thu Feb 13 18:49:23 2025, <python>{}</python>
1 8 0.0042723736720785424 1.0000400008000108 -82.0 -8.2000000000000000e+01 -0.0 -0.0 45.0   
2 16 0.003839188647116384 1.1867520795076658 -82.0 -6.6000000000000000e+01 -0.0 -0.0 12.5   
3 24 0.003727334931091093 1.2057711552475396 -82.0 -4.1000000000000000e+01 -5.0 -0.0 16.0   
4 32 0.004267939186873939 1.3372397183833986 -83.0 -8.3000000000000000e+01 -0.0 -0.0 36.5   
5 40 0.004229769158282431 1.81604600334676 -83.0 -3.8000000000000000e+01 -0.0 -0.0 18.0   
6 48 0.005214169724194687 1.9620224522032523 -83.0 -7.0000000000000000e+01 -29.0 -0.0 39.5   
7 56 0.005689268720952495 2.419843194576781 -157.0 -1.5700000000000000e+02 -31.0 -0.0 53.5   
8 64 0.005515986716889718 2.778812348887879 -157.0 -4.6000000000000000e+01 -0.0 -0.0 15.5   
9 72 0.004787097511698644 2.570570735225176 -157.0 -6.2000000000000000e+01 -0.0 -0.0 48.0   
10 80 0.004691578625427817 2.7505389836236946 -157.0 -1.0300000000000000e+02 -0.0 -0.0 27.0   
11 88 0.004801121406602299 2.814204414037786 -157.0 -8.7000000000000000e+01 -14.0 -0.0 30.0   
12 96 0.004227391246834604 3.217588187839717 -157.0 -1.0200000000000000e+02 -14.0 -0.0 22.0   
13 104 0.003702223520150098 3.658149444630582 -157.0 -3.6000000000000000e+01 -0.0 -0.0 25.5   
14 112 0.003156830991687225 3.629209726365031 -157.0 -7.2000000000000000e+01 -14.0 -0.0 36.0   
15 120 0.0033028882431455887 3.6250438699912473 -157.0 -9.3000000000000000e+01 -42.0 -0.0 63.5   
16 128 0.0034161503509165976 4.332539968240444 -157.0 -5.9000000000000000e+01 -0.0 -0.0 47.0   
17 136 0.0034616246495432906 4.5109783669941645 -157.0 -4.9000000000000000e+01 -16.0 -0.0 35.0   
18 144 0.0034220999168462812 5.2024330844426006 -157.0 -7.0000000000000000e+01 -30.0 -14.0 16.0   
19 152 0.0033510819402979 5.625502879998908 -164.0 -1.6400000000000000e+02 -35.0 -13.0 22.0   
20 160 0.0035801352728313273 5.944745956755173 -187.0 -1.8700000000000000e+02 -38.0 -0.0 47.0   
21 168 0.00351921738976664 6.544993352589812 -187.0 -6.4000000000000000e+01 -40.0 -0.0 57.0   
22 176 0.003157412559943072 6.628662292008143 -187.0 -1.0700000000000000e+02 -42.0 -0.0 22.5   
23 184 0.0033000611832134925 7.11587088827606 -187.0 -8.4000000000000000e+01 -47.0 -0.0 47.0   
24 192 0.00305269963113441 8.991977470296218 -187.0 -1.5500000000000000e+02 -45.0 -40.0 77.0   
25 200 0.0026153792493788584 8.889468760545812 -187.0 -1.8500000000000000e+02 -50.0 -0.0 89.5   
26 208 0.002223124942421269 9.777580996128712 -187.0 -8.4000000000000000e+01 -0.0 -0.0 70.5   
27 216 0.00218954717196797 10.873908471419876 -187.0 -7.5000000000000000e+01 -48.0 -0.0 42.0   
28 224 0.0020824482369315887 11.306171306790452 -187.0 -1.3500000000000000e+02 -55.0 -45.0 24.0   
29 232 0.002022337553106789 11.192694718007077 -249.0 -2.4900000000000000e+02 -90.0 -50.0 133.5   
30 240 0.0021576144733697128 11.488556114510503 -249.0 -1.5400000000000000e+02 -72.0 -0.0 77.5   
31 248 0.0020235247973861034 12.797606114593215 -249.0 -1.7000000000000000e+02 -0.0 -0.0 116.5   
32 256 0.0020167072654472384 13.637319134178945 -249.0 -1.4700000000000000e+02 -87.0 -51.0 40.5   
33 264 0.0017969881967558879 16.886864304004035 -249.0 -1.6600000000000000e+02 -90.0 -0.0 80.0   
34 272 0.0018147871222197567 19.207881608751435 -249.0 -1.7100000000000000e+02 -162.0 -0.0 53.5   
35 280 0.0018129296332797125 22.135298415201973 -249.0 -1.6500000000000000e+02 -103.0 -0.0 126.0   
36 288 0.0016605956888256326 26.11419599104457 -249.0 -2.3500000000000000e+02 -136.0 -15.0 50.0   
37 296 0.0015657068165671705 27.982262956976637 -249.0 -1.5400000000000000e+02 -124.0 -0.0 98.5   
38 304 0.0015370083885681688 26.208541761426375 -249.0 -2.3800000000000000e+02 -86.0 -0.0 96.0   
39 312 0.0015901335835293879 27.789603328088877 -291.0 -2.9100000000000000e+02 -121.0 -39.0 161.0   
40 320 0.0017219844578847791 32.741333845403105 -318.0 -3.1800000000000000e+02 -130.0 -0.0 211.0   
41 328 0.001486495528848589 42.44766736336528 -318.0 -2.6100000000000000e+02 -213.0 -0.0 229.0   
42 336 0.0014878826586386031 46.498571098413656 -318.0 -2.5400000000000000e+02 -152.0 -70.0 109.5   
43 344 0.001565506619892329 47.32576357348321 -318.0 -2.2800000000000000e+02 -182.0 -124.0 50.0   
44 352 0.001469359516574341 44.608450477058696 -326.0 -3.2600000000000000e+02 -121.0 -0.0 191.5   
45 360 0.0014827951163737738 49.12758746395671 -326.0 -3.1300000000000000e+02 -161.0 -99.0 113.5   
46 368 0.0016192477427996383 53.06948302454175 -326.0 -1.8200000000000000e+02 -83.0 -36.0 81.5   
47 376 0.0012867984729067583 60.60074356153209 -326.0 -2.6900000000000000e+02 -201.0 -104.0 89.5   
48 384 0.0010340749099827455 63.731472442229624 -326.0 -3.1600000000000000e+02 -229.0 -44.0 167.0   
49 392 0.0009243830079671881 63.146472405009874 -326.0 -3.2200000000000000e+02 -176.0 -123.0 155.5   
